day,hour,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99,scenario_100
1,11,2353.991183,2485.194947,2547.832107,2443.536734,2271.814323,2318.768916,2256.691761,2419.283018,2210.798954,2466.660256,2476.934641,2425.881085,2240.364982,2261.246365,2187.892143,2350.424288,2292.7985,2356.858194,2492.379391,2539.387517,2131.782341,2284.505704,2481.409271,2267.146032,2297.200921,2429.251974,2516.771113,2490.08037,2215.943481,2455.257686,2247.916484,2264.859153,2134.327628,2261.393018,2250.808263,2345.864448,2313.774414,2353.521945,2404.168283,2387.237083,2245.151969,2318.82276,2194.790806,2421.983216,2584.10549,2116.535557,2266.346619,2275.811047,2510.182911,2296.665637,2264.708823,2459.790471,2511.046392,2388.140445,2216.127978,2535.212979,2222.834306,2026.188788,2356.959143,2340.202493,2247.021777,2429.504402,2091.473543,2383.478505,2287.520412,2471.765072,2275.379075,2452.091831,2360.068807,2397.067599,2387.657852,2261.288424,2320.072239,2387.165028,2227.243488,2235.055592,2043.275038,2256.611558,2279.559406,2279.098204,2191.993866,2269.029032,2329.99744,2441.751972,2025.906528,2714.077335,2364.946167,2265.530629,2407.869542,2218.570008,2516.134828,2185.931821,2219.344662,2122.514822,2417.25124,2350.684938,2463.933927,2496.244449,2419.524588,2370.731903
1,12,2600.420204,2561.316024,2439.615058,2449.374511,2335.338402,2283.012359,2558.94538,2514.708544,2692.014412,2478.216797,2531.524135,2467.847762,2347.494027,2397.694211,2373.163099,2429.737231,2546.603446,2282.205136,2598.448992,2567.289447,2347.65403,2490.75486,2296.879143,2369.472528,2408.354541,2507.744541,2529.292727,2413.040369,2403.566518,2313.717654,2461.928017,2478.177051,2288.493441,2562.256203,2160.820378,2389.392605,2395.639965,2138.014778,2552.111872,2429.230875,2334.317525,2417.009089,2140.006657,2395.569575,2254.284952,2225.307878,2224.428819,2366.689675,2400.915069,2595.741188,2454.034094,2413.073082,2420.19796,2406.918308,2369.133266,2615.366788,2366.267703,2166.747484,2196.007701,2251.525107,2576.781907,2415.371405,2082.047995,2501.491581,2463.290585,2407.756283,2368.789804,2509.412036,2313.094899,2429.369612,2613.762798,2449.206471,2077.403551,2476.574527,2446.514498,2436.251964,2446.112849,2500.525376,2638.466655,2476.725704,2399.900743,2194.657339,2319.945102,2375.137131,2089.82766,2399.161959,2498.09627,2173.388122,2538.934791,2444.610424,2510.110643,2331.126487,2452.38603,2274.44755,2313.670614,2246.679553,2516.202242,2535.694824,2416.806385,2341.757999
1,13,2315.983257,2480.979913,2411.754905,2585.839392,2303.148462,2476.413977,2463.139855,2422.85859,2553.569704,2183.777672,2364.486521,2520.283812,2349.553702,2284.01392,2517.817511,2546.450531,2308.713023,2355.278195,2374.031535,2336.366744,2465.805847,2512.041089,2368.583927,2421.167911,2179.55308,2386.349219,2504.056651,2221.345159,2405.655226,2567.114715,2402.814408,2475.198106,2343.006841,2324.205007,2251.136272,2651.518632,2421.118912,2322.067251,2460.160573,2457.187367,2262.382206,2462.796292,2481.554366,2411.019719,2581.981766,2478.677574,2394.903518,2264.099157,2484.045989,2539.836127,2454.59884,2361.600215,2414.66962,2391.960497,2118.940549,2403.101735,2325.961085,2462.190386,2581.9524,2238.957534,2106.409145,2384.94147,2255.732131,2396.972734,2499.860261,2205.205265,2357.895343,2301.030089,2397.130161,2370.502623,2527.614896,2483.235947,2248.66554,2266.26505,2422.75687,2530.285707,2453.63289,2517.321026,2562.976776,2637.413468,2274.882353,2336.129467,2275.633038,2559.508233,2367.605531,2533.635362,2399.612007,2227.814459,2532.554241,2602.370537,2317.1833,2258.579489,2379.67629,2275.573525,2581.99834,2429.276101,2443.178644,2388.996965,2525.609771,2358.324417
1,14,2338.994977,2256.373553,2387.608916,2487.648341,2407.29235,2281.547548,2484.890063,2634.555596,2385.622543,2117.667688,2211.31231,2069.516512,2359.862427,2206.130099,2484.55951,2425.022585,2393.495524,2482.289225,2491.336273,2158.848946,2292.2902,2398.933283,2068.225642,2326.887309,2331.188676,2522.353684,2216.422988,1893.808853,2195.165078,2439.351151,2272.97039,2140.709233,2235.819744,2129.947346,2327.765125,2383.626905,2240.89088,2406.784064,2320.207231,2109.21143,2239.404475,2395.971881,2390.856725,2243.051351,2284.459427,2321.559801,2236.721467,2226.437016,2305.86736,2348.642132,2336.96856,2358.826042,2133.756808,2378.544812,2263.809664,2345.73944,2235.199088,2619.987739,2515.660527,2465.876458,2246.588689,2438.79402,2218.78895,2220.000014,2429.84118,2284.246264,2478.583959,2302.927976,2315.19277,2192.495991,2306.247824,2101.577721,2245.458506,2366.447065,2249.490256,2289.395556,2082.753348,2475.516962,2640.742342,2266.903543,2326.366391,2478.625078,2122.380609,2615.758036,2205.292952,2339.067363,2331.677333,2262.288444,2348.00723,2389.302572,2330.260444,2340.601016,2509.689632,2174.635745,2393.804445,2219.150199,2475.084968,2513.894044,2351.891489,2411.166517
1,15,2388.59326,2290.814999,2485.81421,2165.028108,2310.013279,2153.109237,2563.56609,2443.903443,2364.042615,2377.233799,2304.262172,2045.929602,2428.013842,2333.047138,2289.177397,2400.911717,2183.557611,2320.975672,2060.034367,2134.487102,2396.41553,2432.807701,2137.206494,2443.273664,2411.011772,2135.246213,2073.490679,2334.792146,2421.995813,2357.064069,2270.892018,2151.149702,2184.515571,2085.031541,2374.054214,2208.785766,2229.579501,2244.563197,2181.062965,2404.895011,2229.17257,2301.588318,2339.572944,2328.34324,2227.142027,2198.333083,2187.011181,2223.339867,2056.570671,2257.317302,2325.048586,2371.967233,2134.099245,2395.998284,2310.716154,2191.676128,2414.095662,2317.822437,2300.533758,2249.364555,2342.621467,2367.12918,2342.125137,2173.876317,2344.205631,2045.259994,2200.308807,2296.75417,2206.700259,2372.200104,2196.372282,2135.525287,2102.684688,2156.702267,2363.591705,2537.646723,2123.398814,2408.903906,2320.609896,2179.202937,2339.437641,2233.921645,2216.224463,2332.948692,1921.876946,2180.885213,2137.679022,2199.735541,2411.80692,2440.312519,2286.770531,2268.085883,2383.707855,2145.198111,2299.624798,2068.845058,2395.799861,2378.176994,2143.588616,2287.016796
1,16,2218.574436,2289.305967,2235.49765,2265.450342,2376.72787,2267.202977,2359.225486,2165.910284,2166.868549,2229.697507,2461.542232,2253.482684,2170.042505,2289.739207,1909.734106,2298.89897,2383.508569,2110.932225,2200.771388,2019.19337,2095.629288,2185.573349,2194.988294,2179.364215,2208.825883,2239.232652,2250.220786,2177.250448,2488.094547,2192.725305,2362.691699,2037.904343,2197.975654,2161.566824,2294.536522,2253.340313,2312.853084,2335.13183,1990.23787,2310.427333,2101.856463,2065.405583,2188.880351,2135.196638,2160.295402,2205.824567,2159.186274,2229.970036,2143.502295,2103.105828,2275.343874,2089.37764,2046.047241,2236.317006,2060.6053,2219.067639,2397.354275,2270.148267,2182.567468,2388.477485,2304.029229,2199.630935,2274.882169,2241.958956,2059.269694,2250.33592,2104.313819,2192.562083,2080.437042,2264.853086,2079.577217,2128.596634,2278.707021,2079.403644,2156.005462,2117.146775,2184.890615,2268.661343,2086.901148,2156.819604,2116.342515,2334.014319,2124.122348,2070.929006,2339.07902,2369.440017,2210.539853,2006.184362,2193.72399,2372.792416,2288.60084,2373.776509,2155.644437,2066.617087,2308.407619,2107.262888,2039.570619,2363.432287,2039.031189,2241.660021
1,17,2127.180122,2140.840402,2084.326417,2237.161823,2165.314665,2188.214768,2340.634626,2211.603493,2243.37716,2237.091393,2376.638449,2256.277397,2175.443848,2256.178075,2464.397223,2246.651784,2262.610404,2334.45,2184.461584,2355.86915,2128.939682,2059.436959,2073.249519,2024.168727,2079.828515,2313.587849,2130.677617,2092.641346,2346.223039,2328.917863,2207.029808,2171.767957,2176.396101,2346.45197,2236.893931,2247.3798,2285.518602,2127.239177,2176.636268,2063.185599,2121.853302,2240.291777,2315.190215,2272.945784,1913.484652,2207.912141,2200.63894,2167.340847,2301.76385,2248.182688,2204.436152,2147.878866,2145.910493,2137.878123,2252.826915,2287.8112,2068.444203,2164.796546,2273.213104,2183.345771,2204.088673,2075.084778,2142.319646,2133.496034,2181.913008,2382.947959,2261.475546,2301.60879,2149.883972,2373.494008,2123.334089,2182.459712,2319.206317,2279.217093,2127.635735,2131.210458,2177.180692,2354.88896,2116.556866,2163.0251,2199.303354,2262.234826,2007.327366,2224.315539,2359.919884,2223.834283,2159.942102,2267.951674,2202.407269,2139.356283,2337.196088,2219.844655,2172.51783,2358.022901,2154.479334,2046.882135,2233.784975,2249.987868,1996.307983,2497.358869
1,18,2480.985714,2492.189253,2371.762803,2111.342487,2200.343235,2616.830302,2405.978649,2442.010418,2390.745171,2248.637184,2674.554217,2452.163441,2291.829035,2638.474474,2568.894443,2565.391083,2450.930295,2309.734739,2455.776599,2504.246698,2481.075671,2444.288743,2386.94152,2363.946972,2386.08748,2511.74853,2508.537711,2485.873888,2587.968267,2457.949791,2240.175801,2261.499475,2348.282592,2482.19042,2681.674763,2610.621986,2452.774556,2374.514584,2425.145116,2448.442648,2461.384832,2549.920699,2204.122784,2250.850042,2494.59843,2663.555286,2431.205068,2330.153951,2429.11366,2586.497108,2548.043717,2386.372261,2482.826079,2408.685432,2272.267521,2477.084818,2336.952081,2450.515556,2571.881049,2456.181354,2486.15799,2559.778825,2450.132589,2362.519521,2246.511488,2460.847654,2553.40294,2491.800525,2570.794077,2606.105514,2284.34787,2492.234397,2574.89239,2626.009343,2495.661369,2071.092488,2498.278158,2528.773638,2360.728577,2328.856251,2437.168401,2569.051555,2174.978764,2459.59707,2306.666459,2328.203787,2403.744713,2590.544863,2470.229143,2376.627399,2573.349322,2424.615264,2276.092933,2392.596666,2309.653293,2671.103451,2382.660742,2429.330323,2328.299798,2369.428431
1,19,2501.748695,2446.941696,2327.60705,2307.688736,2328.532329,2469.839004,2299.746098,2540.857996,2527.886811,2550.258563,2381.393457,2339.329882,2391.554841,2486.340401,2588.711689,2429.166545,2759.891803,2463.985049,2580.718418,2653.338106,2401.259558,2516.457955,2347.72804,2546.334034,2463.084491,2412.300903,2564.061279,2459.15884,2631.335129,2295.861818,2113.093738,2498.891395,2413.820377,2279.604324,2666.864145,2238.923054,2290.813892,2494.410865,2426.825567,2435.195392,2336.30885,2449.96547,2602.978213,2669.542408,2361.368252,2479.790164,2422.286167,2459.332559,2336.200135,2407.676374,2420.46241,2713.420651,2441.879847,2563.477971,2659.281804,2373.633398,2283.175457,2511.046264,2424.363152,2489.746386,2537.5175,2474.598385,2438.942255,2307.575167,2385.792446,2454.284929,2538.425167,2335.738321,2549.675674,2554.513049,2390.0816,2278.179209,2701.276755,2517.691487,2632.00357,2343.88967,2463.108622,2533.544517,2434.706151,2366.833035,2476.272524,2609.307133,2313.143418,2454.790958,2347.341712,2563.364039,2266.226126,2657.281887,2462.715638,2372.361239,2401.675102,2428.053813,2257.103257,2656.748547,2147.407211,2457.169546,2451.308644,2504.459621,2427.277791,2543.863086
1,20,2491.475855,2358.969025,2299.000953,2499.142521,2668.634748,2533.987957,2370.548343,2369.541088,2477.033475,2357.23095,2440.50464,2495.037332,2321.693389,2341.40897,2337.825316,2504.303049,2393.330727,2533.540559,2213.667216,2502.344842,2497.553195,2428.206206,2342.510776,2405.684169,2458.702019,2262.45637,2849.950946,2530.941021,2290.60065,2256.602174,2347.550338,2449.199818,2371.125867,2184.233472,2449.388391,2247.994633,2690.763947,2320.078695,2525.770143,2362.368437,2379.680781,2301.238709,2598.374711,2449.919249,2376.325657,2498.384794,2272.354196,2335.974909,2450.164109,2455.00951,2830.264867,2473.646496,2363.104698,2661.466243,2494.724587,2418.918904,2407.166753,2291.064024,2230.160803,2343.230662,2453.588148,2471.536703,2494.757784,2463.736035,2398.592091,2458.658798,2438.69698,2542.705608,2288.195807,2218.670538,2310.494124,2412.031571,2363.267234,2216.338815,2381.396012,2458.495147,2671.377634,2349.258401,2360.672889,2470.481348,2392.658914,2285.859467,2279.144649,2500.090385,2510.570284,2547.279659,2473.348584,2258.161697,2140.826603,2448.590271,2600.485778,2418.871939,2243.598773,2362.464354,2553.687764,2540.623059,2383.560344,2203.381036,2192.988538,2268.92293
1,21,2466.912557,2513.171975,2443.109903,2267.046534,2590.749044,2339.625339,2176.974389,2426.577378,2400.851956,2315.819772,2341.975805,2589.417866,2569.308251,2228.186726,2199.813404,2421.039929,2369.754805,2448.576761,2440.295096,2505.33595,2619.893872,2433.565308,2459.049067,2241.100693,2369.972922,2298.420222,2447.003457,2195.920309,2369.723819,2242.195786,2224.860725,2461.298184,2341.914874,2644.111984,2441.389556,2452.776969,2352.02887,2229.619098,2333.299883,2332.715447,2164.126155,2477.672001,1978.398381,2140.942313,2289.952858,2176.498583,2118.173071,2290.483534,2279.976071,2386.786013,2307.893891,2433.170911,2184.705176,2229.668155,2406.889775,2236.051277,1999.366746,2251.235712,2345.927089,2566.332931,2533.427745,2361.890453,2482.839193,2315.647891,2469.457965,2419.086683,2272.917994,2426.739691,2180.820983,2440.530353,2298.695214,2363.666806,2142.000602,2282.844312,2392.569661,2240.754784,2273.705589,2597.568964,2334.279466,2595.535175,2263.735359,2270.18834,2246.036349,2407.008084,2218.538649,2370.835484,2180.451983,2546.184931,2307.38566,2373.327826,2499.214515,2308.613929,2400.135578,2254.09439,2610.892975,2411.043198,2584.838956,2161.476685,2308.467999,2481.018678
