index,model_type,solution_id,configuration,day,iteration,LLD_h,ENS_MWh,input_load_MWh,CURD_h,CUR_MWh,input_RES_production_MWh,thermal_production_MWh,nonRES_nonThermal_production_MWh,storage_charge_MWh,storage_discharge_MWh,storage_net_charge_MWh,SOE_T_MWh,SOE_0_MWh,net_SOE_MWh,LGEN_MWh,slack_SOE_final_MWh,production_cost,fixed_cost,start_cost,LOL_cost,LGEN_cost,slack_SOE_final_cost,OPEX,objective_value,production_cost_uc,fixed_cost_uc,start_cost_uc,reserve_cost_uc,slack_reserve_up_cost_uc,slack_reserve_down_cost_uc,OPEX_uc,objective_value_uc,redispatch_cost,mu,avg_marginal_energy_price_MU_MWh,avg_marginal_energy_price_uc_MU_MWh,avg_marginal_reserve_up_price_uc_MU_MWh,avg_marginal_reserve_down_price_uc_MU_MWh,input_load_uc_MWh,reserve_up_uc_MWh,slack_reserve_up_uc_MWh,reserve_down_uc_MWh,required_reserve_up_uc_MWh,required_reserve_down_uc_MWh,slack_reserve_down_uc_MWh,thermal_reserve_up_uc_MWh,thermal_reserve_down_uc_MWh,storage_reserve_up_uc_MWh,storage_reserve_down_uc_MWh,thermal_reserve_up_activation_MWh,thermal_reserve_down_activation_MWh,storage_reserve_up_activation_MWh,storage_reserve_down_activation_MWh
2,conservative,RTS-GMLC_v16.0.3su,base_ramp_storage_envelopes_up_1_dn_1,3,demand_1,0,6.920264745130998e-14,41727.3860423,0,-6.572520305780927e-14,7063.199999070024,35265.06832644783,,4933.478450903024,4332.59616768525,600.8822832177739,12683.699999999964,12683.7,-3.637978807091713e-11,1.3232840450522887e-11,3.948517520007422e-12,650727.6757230919,0.0,10079.46758399,6.920264745130998e-10,3.969852135156866e-10,3.948517520007422e-09,660807.1433070819,660807.1433070869,650727.6757176908,0.0,10079.46758399,0.043433258822214674,5.3613082176921465e-09,5.361308353837571e-09,660807.1433016808,660807.1867349503,5.401088856160641e-06,1.0,,,,,41727.38604199865,22565.816503827482,2.1445232870768586e-11,20867.44231838718,22565.751669768717,20866.18789651167,2.1445233415350284e-11,10511.731689722496,8614.895199497108,12054.084814105001,12252.547118890103,93.52074965837824,93.52074939624913,93.52074936311695,93.52074933137428
3,envelope,RTS-GMLC_v16.0.3su,base_ramp_storage_envelopes_up_0_5_dn_0_5,3,demand_1,0,6.709876420222267e-17,41727.3860423,0,-6.572520305780927e-14,7063.199999070024,35669.95981140071,,7717.118314149608,6711.344545978964,1005.773768170644,12683.700000000017,12683.7,1.6370904631912708e-11,1.2523733964567224e-14,-2.2503846291232403e-13,650297.1289220225,0.0,0.0,6.709876420222267e-13,3.757120189370167e-13,-2.2503846291232403e-10,650297.1289220225,650297.1289220223,650297.1289182967,0.0,0.0,0.04343209118917747,1.60933738707768e-08,1.6093374065574836e-08,650297.1289182967,650297.17235042,3.7258723750710487e-06,0.5,,,,,41727.38604199865,22565.79300698599,6.43734954831072e-11,20866.298182191415,22565.751669768717,20866.18789651167,6.437349626229934e-11,4712.893906205969,7776.985022029659,17852.89910078003,13089.313160161782,7.463425289066436,7.463425107322337,7.463425736276463,7.4634256234179945
0,conservative,RTS-GMLC_v16.1su,base_ramp_storage_envelopes_up_1_dn_1,2,demand_1,0,1.8640053124471965e-13,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,28336.843648414957,,3429.5641952801066,11061.531107540255,-7631.966912260148,4033.401660271361,12683.7,-8650.29833972864,1.6113787444596877e-10,8650.298339729416,494264.9772438613,0.0,0.0,1.8640053124471965e-09,4.834136233379063e-09,8650.298339729416,494264.9772438613,502915.2755835974,685447.7354706305,0.0,0.0,0.032390138912238124,3.096934165596165e-08,3.096934165148743e-08,685447.7354706305,685447.7678608313,-191182.75822676916,1.0,,,,,43036.27489031638,16714.848464811414,1.2387736662384657e-10,15675.290447426776,16714.638879350496,15674.750637312145,1.238773666059497e-10,5319.604140852195,8349.747125041195,11395.244323959207,7325.543322385587,0.0,8834.638765349555,8498.78311791729,436.00868464904374
1,envelope,RTS-GMLC_v16.1su,base_ramp_storage_envelopes_up_0_5_dn_0_5,2,demand_1,0,8.113626831791884e-12,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,31143.77969815396,,3251.9522866857196,8076.983149208285,-4825.030862522565,6966.7940807345485,12683.7,-5716.905919265452,1.564662489505018e-09,5716.905919292438,550660.5197377643,0.0,0.0,8.113626831791886e-08,4.693987468515054e-08,5716.905919292438,550660.5197377643,556377.4256571848,685447.7354704051,0.0,0.0,0.032389402808719985,1.8095691987045044e-09,1.8095691987166218e-09,685447.7354704051,685447.7678598115,-134787.21573264082,0.5,,,,,43036.27489031638,16714.64080389627,7.238276794818017e-12,15674.762004823695,16714.638879350496,15674.750637312145,7.238276794866484e-12,3183.6607457212867,9145.6918235139,13530.980058174982,6529.070181309831,106.38555089463853,6134.088266488372,6795.4990577564595,1539.660674262352
2,conservative,RTS-GMLC_v16.1su,base_ramp_storage_envelopes_up_1_dn_1,3,demand_1,0,5.4000165572967156e-14,39266.47617969771,0,-6.572520305780927e-14,7063.199999070024,24664.568969920296,,5921.808740862413,13460.51595156987,-7538.707210707457,3811.8283598176668,12683.7,-8871.871640182333,1.7393834359047006e-11,8871.871640182559,419457.70992535236,0.0,10079.46758399,5.400016557296716e-10,5.218150307714102e-10,8871.871640182559,429537.1775093424,438409.049149526,650727.6757176908,0.0,10079.46758399,0.043433258822214674,5.3613082176921465e-09,5.361308353837571e-09,660807.1433016808,660807.1867349503,-231269.96579233842,1.0,,,,,41727.38604199865,22565.816503827482,2.1445232870768586e-11,20867.44231838718,22565.751669768717,20866.18789651167,2.1445233415350284e-11,10511.731689722496,8614.895199497108,12054.084814105001,12252.547118890103,0.0,10600.499356265369,10360.299168879998,2220.7096749230222
3,envelope,RTS-GMLC_v16.1su,base_ramp_storage_envelopes_up_0_5_dn_0_5,3,demand_1,0,7.676947493526502e-15,39266.47617969771,0,-6.572520305780927e-14,7063.199999070024,26476.63953831153,,6601.808740851528,12328.445383167713,-5726.636642316185,5531.791264912257,12683.7,-7151.9087350877435,1.533132114430995e-12,7151.9087350877635,448759.601610501,0.0,0.0,7.676947493526502e-11,4.599396343292985e-11,7151.9087350877635,448759.601610501,455911.5103455889,650297.1289182967,0.0,0.0,0.04343209118917747,1.60933738707768e-08,1.6093374065574836e-08,650297.1289182967,650297.17235042,-201537.52730779565,0.5,,,,,41727.38604199865,22565.79300698599,6.43734954831072e-11,20866.298182191415,22565.751669768717,20866.18789651167,6.437349626229934e-11,4712.893906205969,7776.985022029659,17852.89910078003,13089.313160161782,0.0,9193.320272907427,8481.29422834874,1748.8838177490522
0,conservative,RTS-GMLC_v16.2su,base_ramp_storage_envelopes_up_1_dn_1,2,demand_1,0,8.380105774897295e-15,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,28420.84364841412,,3449.5641951734133,10997.53110743426,-7547.9669122608475,4123.785933058972,12683.7,-8559.91406694103,2.774339885685583e-12,8559.91406694103,494938.86429944646,0.0,0.0,8.380105774897295e-11,8.323019657056749e-11,85599.14066941029,494938.86429944646,580538.0049688569,685447.7354706305,0.0,0.0,0.032390138912238124,3.096934165596165e-08,3.096934165148743e-08,685447.7354706305,685447.7678608313,-190508.871171184,1.0,,,,,43036.27489031638,16714.848464811414,1.2387736662384657e-10,15675.290447426776,16714.638879350496,15674.750637312145,1.238773666059497e-10,5319.604140852195,8349.747125041195,11395.244323959207,7325.543322385587,0.0,8750.638765350403,8434.78311791785,456.00868464891187
1,envelope,RTS-GMLC_v16.2su,base_ramp_storage_envelopes_up_0_5_dn_0_5,2,demand_1,0,1.4313778712316784e-11,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,31143.77969814479,,3251.952286530305,8076.983149063276,-4825.030862532971,6966.7940807386585,12683.7,-5716.905919261342,2.7929913280299046e-09,5716.9059192661025,550660.5197379752,0.0,0.0,1.4313778712316787e-07,8.378973984089714e-08,57169.05919266102,550660.5197379752,607829.5789308632,685447.7354704051,0.0,0.0,0.032389402808719985,1.8095691987045044e-09,1.8095691987166218e-09,685447.7354704051,685447.7678598115,-134787.21573242988,0.5,,,,,43036.27489031638,16714.64080389627,7.238276794818017e-12,15674.762004823695,16714.638879350496,15674.750637312145,7.238276794866484e-12,3183.6607457212867,9145.6918235139,13530.980058174982,6529.070181309831,106.34920775254,6134.051923355459,6799.013284396644,1543.17490089213
2,conservative,RTS-GMLC_v16.2su,base_ramp_storage_envelopes_up_1_dn_1,3,demand_1,0,9.956031323647934e-14,39266.47617969771,0,-6.572520305780927e-14,7063.199999070024,24760.568969920172,,5961.8087408535275,13404.51595156112,-7442.707210707592,3912.110648700713,12683.7,-8771.589351299288,2.4583226285511594e-11,8771.58935129933,420227.8665637572,0.0,10079.46758399,9.956031323647934e-10,7.374967885653478e-10,87715.89351299331,430307.3341477472,518023.22766074224,650727.6757176908,0.0,10079.46758399,0.043433258822214674,5.3613082176921465e-09,5.361308353837571e-09,660807.1433016808,660807.1867349503,-230499.8091539336,1.0,,,,,41727.38604199865,22565.816503827482,2.1445232870768586e-11,20867.44231838718,22565.751669768717,20866.18789651167,2.1445233415350284e-11,10511.731689722496,8614.895199497108,12054.084814105001,12252.547118890103,0.0,10504.499356265509,10304.299168879998,2260.7096749228854
3,envelope,RTS-GMLC_v16.2su,base_ramp_storage_envelopes_up_0_5_dn_0_5,3,demand_1,0,6.775432317090461e-13,39266.47617969771,0,-6.572520305780927e-14,7063.199999070024,26476.63953831446,,6601.808740863465,12328.445383176844,-5726.6366423133795,5531.791264912555,12683.7,-7151.908735087446,1.3531061163792727e-10,7151.908735087642,448759.6016105939,0.0,0.0,6.77543231709046e-09,4.059318349137818e-09,71519.08735087642,448759.6016105939,520278.68896148115,650297.1289182967,0.0,0.0,0.04343209118917747,1.60933738707768e-08,1.6093374065574836e-08,650297.1289182967,650297.17235042,-201537.52730770275,0.5,,,,,41727.38604199865,22565.79300698599,6.43734954831072e-11,20866.298182191415,22565.751669768717,20866.18789651167,6.437349626229934e-11,4712.893906205969,7776.985022029659,17852.89910078003,13089.313160161782,0.0,9193.320272904488,8481.294228346,1748.8838177491202
0,conservative,RTS-GMLC_v16.3su,base_ramp_storage_envelopes_up_1_dn_1,2,demand_1,0,2.1007455210542622e-17,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,36353.77029442441,,3449.5641951730686,3064.604461423642,384.9597337494265,12683.699999999999,12683.7,-1.8189894035458565e-12,4.0182340184743595e-15,1.7568061698799631e-15,668553.6272172292,0.0,0.0,2.1007455210542622e-13,1.2054702055423078e-13,1.7568061698799631e-12,668553.6272172292,668553.6272172292,685447.7354706305,0.0,0.0,0.032390138912238124,3.096934165596165e-08,3.096934165148743e-08,685447.7354706305,685447.7678608313,-16894.10825340124,1.0,,,,,43036.27489031638,16714.848464811414,1.2387736662384657e-10,15675.290447426776,16714.638879350496,15674.750637312145,1.238773666059497e-10,5319.604140852195,8349.747125041195,11395.244323959207,7325.543322385587,963.180277809297,1780.8923971494353,2737.9052675726152,2692.057480313943
1,envelope,RTS-GMLC_v16.3su,base_ramp_storage_envelopes_up_0_5_dn_0_5,2,demand_1,0,2.0236069356636283e-14,42264.4105582142,0,7.638334409421077e-14,6295.599997539259,36334.30308072414,,3251.9522862979898,2886.459766248842,365.49252004914797,12683.699999999999,12683.7,-1.8189894035458565e-12,3.869038028052883e-12,1.6697755282184996e-12,668385.2008708848,0.0,0.0,2.0236069356636283e-10,1.1607114084158648e-10,1.6697755282184996e-09,668385.2008708848,668385.2008708868,685447.7354704051,0.0,0.0,0.032389402808719985,1.8095691987045044e-09,1.8095691987166218e-09,685447.7354704051,685447.7678598115,-17062.534599520266,0.5,,,,,43036.27489031638,16714.64080389627,7.238276794818017e-12,15674.762004823695,16714.638879350496,15674.750637312145,7.238276794866484e-12,3183.6607457212867,9145.6918235139,13530.980058174982,6529.070181309831,1040.5783786204524,1877.757711644027,2624.3979475171045,2559.0829465947095
2,conservative,RTS-GMLC_v16.3su,base_ramp_storage_envelopes_up_1_dn_1,3,demand_1,0,9.986932470828098e-12,39266.4761796977,0,-6.572520305780927e-14,7063.199999070024,32933.58634310073,,5961.808741025382,5231.4985785545805,730.3101624708015,12683.700000000623,12683.7,6.220943760126829e-10,2.2185608254580853e-09,3.8954499000949725e-10,598776.3391332468,0.0,10079.46758399,9.986932470828101e-08,6.655682476374256e-08,3.895449900094972e-07,608855.8067172368,608855.8067177928,650727.6757176908,0.0,10079.46758399,0.043433258822214674,5.3613082176921465e-09,5.361308353837571e-09,660807.1433016808,660807.1867349503,-51951.33658444404,1.0,,,,,41727.38604199865,22565.816503827482,2.1445232870768586e-11,20867.44231838718,22565.751669768717,20866.18789651167,2.1445233415350284e-11,10511.731689722496,8614.895199497108,12054.084814105001,12252.547118890103,841.6082266582202,3173.0902097431563,3821.3508272409103,3950.778706462196
3,envelope,RTS-GMLC_v16.3su,base_ramp_storage_envelopes_up_0_5_dn_0_5,3,demand_1,0,9.421029543767284e-16,39266.47617969771,0,-6.572520305780927e-14,7063.199999070024,33134.893687097574,,7286.18267874647,6354.565172276638,931.6175064698318,12683.70000000002,12683.7,2.000888343900442e-11,1.7881814456399922e-13,-8.09230127842421e-14,596944.7292553388,0.0,0.0,9.421029543767284e-12,5.3645443369199765e-12,-8.09230127842421e-11,596944.7292553388,596944.7292553387,650297.1289182967,0.0,0.0,0.04343209118917747,1.60933738707768e-08,1.6093374065574836e-08,650297.1289182967,650297.17235042,-53352.399662957876,0.5,,,,,41727.38604199865,22565.79300698599,6.43734954831072e-11,20866.298182191415,22565.751669768717,20866.18789651167,6.437349626229934e-11,4712.893906205969,7776.985022029659,17852.89910078003,13089.313160161782,325.67877984701795,2860.7449039684125,4228.743287109005,4154.587025295332
