input_folder,day,t,θUPDIS/RESUPDIS,θUPCH/RESUPCH,θDNDIS/RESDNDIS,θDNCH/RESDNCH
RTS-GMLC_v2.0,2,26,0.967193817001626,0.9688256435111309,0.9801651184808635,0.9792442696189012
RTS-GMLC_v2.0,2,27,0.9663724950023924,0.9663745111959907,0.9785826689983318,0.9778360293383368
RTS-GMLC_v2.0,2,28,0.9612801107974869,0.9608455247337321,0.9612578593620488,0.9614211123035509
RTS-GMLC_v2.0,2,29,0.9537466785347342,0.9523291143994357,0.956999675004946,0.9595698337759914
RTS-GMLC_v2.0,2,30,0.9293288562451024,0.9273457733869792,0.9362154068932411,0.9354003498988241
RTS-GMLC_v2.0,2,31,0.8720370875568179,0.8753717306350376,0.9171357618996734,0.9149047127956498
RTS-GMLC_v2.0,2,32,0.8504031434362601,0.8480431281762049,0.9189822458603549,0.9215884949816442
RTS-GMLC_v2.0,2,33,0.8069307286463164,0.7991260512375824,0.8960958412485187,0.8968029191135595
RTS-GMLC_v2.0,2,34,0.6627177309349035,0.6464982085011209,0.832863449124213,0.8405128633453651
RTS-GMLC_v2.0,2,35,0.4862678346970907,0.46301086283569515,0.7507543402652018,0.7589101452003562
RTS-GMLC_v2.0,2,36,0.31158511584141446,0.2927381980006973,0.6340006820515357,0.6447584674207887
RTS-GMLC_v2.0,2,37,0.19293640675201726,0.17873698999649731,0.3937165591646184,0.4089758073076581
RTS-GMLC_v2.0,2,38,0.10339814126432995,0.10257079944479587,0.16556306956691091,0.17879249510501863
RTS-GMLC_v2.0,2,39,0.07806009162927008,0.07703195504561126,0.12599513102922022,0.12104823260113834
RTS-GMLC_v2.0,2,40,0.05765456933379977,0.059850034096947634,0.07693750538908142,0.07934901212133566
RTS-GMLC_v2.0,2,41,0.048197354455717746,0.047845969108296665,0.05257392701620615,0.05094434441956858
RTS-GMLC_v2.0,2,42,0.05370643776530679,0.05212310632897088,0.043239696726249666,0.045469293346595094
RTS-GMLC_v2.0,2,43,0.059206487267713416,0.0545562078055562,0.04713357040728927,0.05198036475274677
RTS-GMLC_v2.0,2,44,0.049108876878792035,0.04479799442868553,0.027731342874096603,0.027805899681120464
RTS-GMLC_v2.0,2,45,0.03145294566827024,0.030125691056650226,0.022984637086480273,0.02371048948786632
RTS-GMLC_v2.0,2,46,0.02222386718890226,0.02072024584873996,0.020689455360236808,0.018168096823973866
RTS-GMLC_v2.0,2,47,2.3489088400453087e-12,2.095707469318803e-12,0.018228525554327538,0.02075283008474385
RTS-GMLC_v2.0,2,48,1.8856147538114354e-12,1.5784932270267358e-12,0.012569465725459262,0.015329549185902857
RTS-GMLC_v2.0,3,49,1.0,1.0,0.9999999999999997,1.0000000000000004
RTS-GMLC_v2.0,3,50,0.9698285241895763,0.9712342932421807,0.9790723747853356,0.978442557819593
RTS-GMLC_v2.0,3,51,0.9646836986071635,0.9648286363449895,0.9639902669607259,0.9605593914360009
RTS-GMLC_v2.0,3,52,0.9592042726583114,0.9596329920481159,0.9561525379791292,0.9530535682332408
RTS-GMLC_v2.0,3,53,0.9558574532010646,0.9556500047185742,0.9578146691875665,0.9572288913017378
RTS-GMLC_v2.0,3,54,0.9409864190088328,0.9434927112018827,0.9556461807420861,0.9551154234517159
RTS-GMLC_v2.0,3,55,0.9475644624460484,0.9465570565245052,0.955634341628052,0.9550774804622164
RTS-GMLC_v2.0,3,56,0.9425054880852078,0.940906762307229,0.961697232786639,0.9628208513643087
RTS-GMLC_v2.0,3,57,0.9174335540857065,0.9178667182027418,0.9565334446576358,0.9556729104997382
RTS-GMLC_v2.0,3,58,0.8869733121134339,0.8871640032163168,0.949055675078196,0.9486550924556518
RTS-GMLC_v2.0,3,59,0.8616602105581409,0.8566105134034325,0.9455701307826404,0.9483585163993098
RTS-GMLC_v2.0,3,60,0.7548972919826444,0.7502764639744764,0.9220315256147691,0.9194249116027043
RTS-GMLC_v2.0,3,61,0.5092253428497101,0.4769118865676119,0.9192515530480737,0.9206417134033653
RTS-GMLC_v2.0,3,62,0.22332388471839895,0.21693020825851658,0.8845365851989331,0.888739335300738
RTS-GMLC_v2.0,3,63,0.18349816809862143,0.20393009454366362,0.7661772990139392,0.7836244535002459
RTS-GMLC_v2.0,3,64,0.08275968067742649,0.07784275326560874,0.5093835706911741,0.5189543789457997
RTS-GMLC_v2.0,3,65,0.059631433115179495,0.06008285884791795,0.20369984340647262,0.20503274828464227
RTS-GMLC_v2.0,3,66,0.09048037745118827,0.0803155079326515,0.13377350389521428,0.14407798638604888
RTS-GMLC_v2.0,3,67,0.06938441300808769,0.06425559187006076,0.06903270655630837,0.0711027486684643
RTS-GMLC_v2.0,3,68,0.0465839842689205,0.04259547310114787,0.052224799814629436,0.05200556055775838
RTS-GMLC_v2.0,3,69,0.02855266874476147,0.0312844672841567,0.03810804266039152,0.042461566462544814
RTS-GMLC_v2.0,3,70,0.02579972925256424,0.023504742339102203,0.039846237881414545,0.03252119917208582
RTS-GMLC_v2.0,3,71,0.02155586316469572,0.019737133151313542,0.021782193134210565,0.024190800409891626
RTS-GMLC_v2.0,3,72,0.019423925104242134,0.015478888142744882,0.016456042697056035,0.01950291804824573
RTS-GMLC_v2.0,4,73,1.0000000000000009,1.0000000000000009,1.0,1.0
RTS-GMLC_v2.0,4,74,0.9804264375601452,0.9817854301159157,0.9740249881379315,0.972507456687124
RTS-GMLC_v2.0,4,75,0.9639545917460508,0.9665423518763999,0.9546242840255184,0.9551671787692484
RTS-GMLC_v2.0,4,76,0.9605793524191308,0.9620639367360655,0.939708533312634,0.9390036745957415
RTS-GMLC_v2.0,4,77,0.9619668891750027,0.9618583076358976,0.93508312725566,0.9365653835329149
RTS-GMLC_v2.0,4,78,0.9561059773184327,0.9563546876382357,0.9198591612450595,0.9200826650520074
RTS-GMLC_v2.0,4,79,0.9407149001785355,0.9450838471798769,0.901908385154423,0.9017915601774245
RTS-GMLC_v2.0,4,80,0.9654533608467292,0.9632889517615196,0.8852014707512725,0.8876173756266041
RTS-GMLC_v2.0,4,81,0.9560732238891401,0.9564843241983539,0.8509229570171948,0.8547178948896763
RTS-GMLC_v2.0,4,82,0.9487214132321651,0.9491706416519536,0.7838408196240285,0.7919463499544346
RTS-GMLC_v2.0,4,83,0.9353314364781127,0.9381551949172424,0.640341981200419,0.6557569280563522
RTS-GMLC_v2.0,4,84,0.932484470407758,0.9379720314312828,0.3002250859534121,0.3342330446650718
RTS-GMLC_v2.0,4,85,0.9281540683578705,0.9278098805537541,0.209054246816241,0.2199930942442749
RTS-GMLC_v2.0,4,86,0.8960372873340895,0.9007503401998647,0.11146058273440182,0.08511130126546848
RTS-GMLC_v2.0,4,87,0.908370779274369,0.8960098806296266,0.06476393586508422,0.06704811189316405
RTS-GMLC_v2.0,4,88,0.7958098898861421,0.7893242321250846,0.07225229843640607,0.07229087378705011
RTS-GMLC_v2.0,4,89,0.4977411856507474,0.49380530059607686,0.04402190997599881,0.041065667687039925
RTS-GMLC_v2.0,4,90,0.2046210998295309,0.19365386557651562,0.033094684682799844,0.0349594515901964
RTS-GMLC_v2.0,4,91,0.08885088605732464,0.08717508398094952,0.027388683112114256,0.029049859797250496
RTS-GMLC_v2.0,4,92,0.08345394519394188,0.08175786457918888,0.03747959350991413,0.04687644504407887
RTS-GMLC_v2.0,4,93,0.043828229663156096,0.04335445310175112,0.03538501808998532,0.037771141688975815
RTS-GMLC_v2.0,4,94,0.042489844166469226,0.039191598077010045,0.04681283012022621,0.05517042064617392
RTS-GMLC_v2.0,4,95,0.029559264126373736,0.025958715187426516,0.03656968497576947,0.04361558714554219
RTS-GMLC_v2.0,4,96,0.024514113516990003,0.026678062290683792,0.016973377519653464,0.020749629187059693
RTS-GMLC_v2.0,5,97,0.9999999999999998,1.0000000000000002,1.0000000000000004,1.0000000000000009
RTS-GMLC_v2.0,5,98,0.9689133872362857,0.9696731761412936,0.9812007887500447,0.9799663583776163
RTS-GMLC_v2.0,5,99,0.9565522902546139,0.9576712928784605,0.9766340738678649,0.9761987597111501
RTS-GMLC_v2.0,5,100,0.9506252860471678,0.9507516017309758,0.9715695881398851,0.9716211512833578
RTS-GMLC_v2.0,5,101,0.9431353982787013,0.9431510693894458,0.9651535486632077,0.9650641895499004
RTS-GMLC_v2.0,5,102,0.9388426543372143,0.937749257659095,0.9592507309426204,0.9595576817704651
RTS-GMLC_v2.0,5,103,0.9138459149188639,0.9168949121305343,0.9457325511104612,0.9417552714974714
RTS-GMLC_v2.0,5,104,0.9189287464360999,0.9174966728486708,0.9594272919985251,0.9605299345413514
RTS-GMLC_v2.0,5,105,0.8967741724989329,0.8955254718363361,0.9580481626368441,0.9577694878364538
RTS-GMLC_v2.0,5,106,0.8309511632823575,0.8338453414931959,0.9394204444540769,0.9333438469846641
RTS-GMLC_v2.0,5,107,0.7582604805762334,0.7545969578591738,0.9387684973475602,0.9397839696132836
RTS-GMLC_v2.0,5,108,0.5782625260924383,0.5792004945716703,0.9391624087107477,0.9429300280865794
RTS-GMLC_v2.0,5,109,0.38002487058873113,0.3629845793293393,0.9204250962847671,0.9201260014537346
RTS-GMLC_v2.0,5,110,0.35605045378142497,0.20205455848480064,0.8663274759347424,0.8850248570224338
RTS-GMLC_v2.0,5,111,0.10816037685685326,0.1694426397300592,0.765416627595294,0.7884977819168205
RTS-GMLC_v2.0,5,112,0.2031059297586476,0.18350376547155156,0.32697787407536894,0.3335529643159402
RTS-GMLC_v2.0,5,113,0.0652948203739329,0.06656662715117169,0.13185982211578567,0.1453090693256436
RTS-GMLC_v2.0,5,114,0.1074139506260404,0.09696578099950866,0.12041523117306216,0.1276020310182388
RTS-GMLC_v2.0,5,115,0.07785044891761732,0.070278283055811,0.0997553352399435,0.10793929711762207
RTS-GMLC_v2.0,5,116,0.04836363033561775,0.046026879635818245,0.0348181395133904,0.036161761422799366
RTS-GMLC_v2.0,5,117,0.03395265644156635,0.033116581202232286,0.026398099111346295,0.029654910575611565
RTS-GMLC_v2.0,5,118,0.02592590849021955,0.023984871050814507,0.01994559946155929,0.022975850719637283
RTS-GMLC_v2.0,5,119,0.020479026230863482,0.018955376096869196,0.0220754566308383,0.020270030736115576
RTS-GMLC_v2.0,5,120,0.014416704414349692,0.011891617948778552,0.010497009471179406,0.013151024808370777
RTS-GMLC_v2.0,6,121,1.0000000000000002,0.9999999999999998,1.0000000000000007,1.000000000000001
RTS-GMLC_v2.0,6,122,0.9749697673310519,0.976824320368663,0.9975940532564015,0.997318232522351
RTS-GMLC_v2.0,6,123,0.9675148924605118,0.9678743223989348,0.9777497256710035,0.9767555805278815
RTS-GMLC_v2.0,6,124,0.9627973968280571,0.9625321909181177,0.9631277650689325,0.960779157432328
RTS-GMLC_v2.0,6,125,0.9497854772635655,0.9509561987450091,0.9554023129617005,0.9534400608077647
RTS-GMLC_v2.0,6,126,0.9432189183833273,0.9440382439597963,0.9418266888941174,0.940333218636797
RTS-GMLC_v2.0,6,127,0.9396085061664095,0.9393787021675175,0.9389163755293661,0.9386254488178783
RTS-GMLC_v2.0,6,128,0.9351082700558284,0.9323604247934135,0.9369300186380198,0.9342878345529496
RTS-GMLC_v2.0,6,129,0.8850348360995659,0.8870024721732719,0.9186110891570417,0.9072509358036234
RTS-GMLC_v2.0,6,130,0.8818208408613544,0.8777695358160414,0.888048208865997,0.8788644721768851
RTS-GMLC_v2.0,6,131,0.814495656863759,0.82344562567879,0.8407727805695717,0.8400686050327838
RTS-GMLC_v2.0,6,132,0.6579755428262725,0.6462788985412471,0.8271606427268905,0.8172768423121182
RTS-GMLC_v2.0,6,133,0.4418268158846907,0.40252202283586347,0.8133028820147259,0.7840391653064381
RTS-GMLC_v2.0,6,134,0.31562902683923405,0.32159004120285706,0.5408587997303731,0.5198465821681807
RTS-GMLC_v2.0,6,135,0.32268196152611267,0.22088178226113325,0.3373575521509048,0.30827085869098875
RTS-GMLC_v2.0,6,136,0.08298854039405967,0.0771571050671747,0.21210559492023043,0.18027272441205805
RTS-GMLC_v2.0,6,137,0.07126837919541947,0.07998399321384522,0.07182416654715279,0.7858126638954814
RTS-GMLC_v2.0,6,138,0.05327983413184122,0.05081299259653233,0.07795633731439516,0.05444401492557443
RTS-GMLC_v2.0,6,139,0.03843227984148933,0.03664118081427692,0.062430556509086514,0.0627130517603599
RTS-GMLC_v2.0,6,140,0.026904079825739953,0.025796556328057958,0.050784015561486144,0.04195278297746064
RTS-GMLC_v2.0,6,141,0.023756785984233895,0.022704962838556945,0.03698244647859087,0.03745109223028132
RTS-GMLC_v2.0,6,142,0.021087861548088782,0.017669310668661172,7.754717949871295e-13,8.622435005377708e-13
RTS-GMLC_v2.0,6,143,0.025220546022096134,0.021666743347444322,7.983990122906045e-13,9.229473684893968e-13
RTS-GMLC_v2.0,6,144,0.015186272506615247,0.011466376981568983,8.089278697012523e-13,1.0502039640535877e-12
RTS-GMLC_v2.0,7,145,0.9999999999999997,0.9999999999999998,0.9999999999999998,1.0000000000000002
RTS-GMLC_v2.0,7,146,0.9709438326104908,0.9722266183981875,0.9743001233087423,0.9726266005860339
RTS-GMLC_v2.0,7,147,0.9639602458398375,0.9639337599377404,0.9595434872623115,0.9568468601937542
RTS-GMLC_v2.0,7,148,0.9544780326312008,0.9546278034412913,0.9505115636389454,0.9487164704296494
RTS-GMLC_v2.0,7,149,0.9468994842919599,0.9470926811179313,0.9433770893686265,0.9418337964389496
RTS-GMLC_v2.0,7,150,0.9402764073577369,0.9395787351166799,0.9357764863461854,0.9349063036667015
RTS-GMLC_v2.0,7,151,0.9213968512016141,0.9223438709291745,0.9272047144966745,0.9243150860519087
RTS-GMLC_v2.0,7,152,0.9182194089975734,0.9155871123273931,0.9492902930882021,0.9523367335213487
RTS-GMLC_v2.0,7,153,0.8818407536865615,0.8817221074516738,0.9326924568155598,0.9292528155141622
RTS-GMLC_v2.0,7,154,0.8454060183928572,0.8409772530606983,0.9123450046250153,0.9116526379996992
RTS-GMLC_v2.0,7,155,0.7497464230748724,0.7508059743066319,0.887055466062445,0.8838860633817203
RTS-GMLC_v2.0,7,156,0.5653538524254704,0.5539488545897723,0.8264406356248799,0.8321076862496464
RTS-GMLC_v2.0,7,157,0.23398394055999044,0.22807582004577573,0.7248033716897407,0.7338510013720903
RTS-GMLC_v2.0,7,158,0.17334304539969014,0.1229572748858116,0.3391243280435476,0.35240506146533546
RTS-GMLC_v2.0,7,159,0.11968132206596155,0.09878836425736257,0.19301715671002379,0.184669904487217
RTS-GMLC_v2.0,7,160,0.06253291999166107,0.06096059453169332,0.10484421667700353,0.11858973724118556
RTS-GMLC_v2.0,7,161,0.06671588683315621,0.06913096576422877,0.06746298448070509,0.06644252081401786
RTS-GMLC_v2.0,7,162,0.046607891839998535,0.042384189669805436,0.0788590027113532,0.08525068600628156
RTS-GMLC_v2.0,7,163,0.040952944836309,0.04054491230224729,0.06687175023211263,0.0734459276480263
RTS-GMLC_v2.0,7,164,0.02886120296353671,0.027087029491689268,0.05540020511662647,0.059817228482419105
RTS-GMLC_v2.0,7,165,0.027344627445649666,0.02380620375021459,0.041916236455747324,0.04564184328262832
RTS-GMLC_v2.0,7,166,0.017986240373515063,0.017859243061330576,0.026562278591947996,0.027573769809233855
RTS-GMLC_v2.0,7,167,0.02032722077385535,0.019016709787436414,0.02550150795874129,0.02940220252820105
RTS-GMLC_v2.0,7,168,0.017238705282620788,0.014191510267801143,7.746528199115127e-13,9.552397280521976e-13
