day,hour,scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13,scenario_14,scenario_15,scenario_16,scenario_17,scenario_18,scenario_19,scenario_20,scenario_21,scenario_22,scenario_23,scenario_24,scenario_25,scenario_26,scenario_27,scenario_28,scenario_29,scenario_30,scenario_31,scenario_32,scenario_33,scenario_34,scenario_35,scenario_36,scenario_37,scenario_38,scenario_39,scenario_40,scenario_41,scenario_42,scenario_43,scenario_44,scenario_45,scenario_46,scenario_47,scenario_48,scenario_49,scenario_50,scenario_51,scenario_52,scenario_53,scenario_54,scenario_55,scenario_56,scenario_57,scenario_58,scenario_59,scenario_60,scenario_61,scenario_62,scenario_63,scenario_64,scenario_65,scenario_66,scenario_67,scenario_68,scenario_69,scenario_70,scenario_71,scenario_72,scenario_73,scenario_74,scenario_75,scenario_76,scenario_77,scenario_78,scenario_79,scenario_80,scenario_81,scenario_82,scenario_83,scenario_84,scenario_85,scenario_86,scenario_87,scenario_88,scenario_89,scenario_90,scenario_91,scenario_92,scenario_93,scenario_94,scenario_95,scenario_96,scenario_97,scenario_98,scenario_99,scenario_100
1,11,2423.730705,2096.772725,2338.908599,2271.781135,2292.779446,2517.242638,2405.478844,2416.429337,2212.649722,2510.889647,2290.001751,2356.037257,2039.896555,2399.43973,2392.006451,2560.374671,2266.266999,2353.53909,2324.511205,2457.844671,2173.785056,2315.867909,2266.839157,2318.279423,2322.115695,2338.436721,2358.296544,2162.125075,2270.005162,2267.522424,2272.124517,2314.108132,2241.478548,2422.044406,2262.235421,2189.281442,2342.321965,2215.947315,2154.585186,2213.43671,2326.559657,2399.014457,2404.182864,2434.233872,2413.564082,2305.498273,2491.035874,2288.820936,2360.628683,2387.468865,2477.085512,2579.259493,1997.505073,2505.663751,2141.196133,2269.529676,2311.887476,2504.777752,2253.729857,2268.801924,2118.505324,2233.401267,2350.174271,2434.186779,2343.119293,2350.043246,2220.528924,2376.958124,2248.447001,2312.266689,2384.740486,2375.034764,2522.434541,2249.908313,2219.045054,2335.540894,2273.668267,2472.861985,2280.624094,2380.568132,2130.761751,2427.046522,2421.992628,2163.080866,2373.685515,2175.237327,2311.688898,2456.798307,2424.44331,2413.906082,2377.953414,2165.23262,2369.042533,2372.299654,2312.169312,2158.498839,2244.417359,2228.662689,2302.433595,2117.002606
1,12,2452.690168,2384.529412,2322.379196,2491.155035,2331.537021,2437.900344,2423.289272,2526.983637,2519.954594,2283.231018,2592.545891,2562.976384,2303.692907,2577.230105,2449.746282,2735.546219,2240.286853,2452.888131,2445.798202,2620.0713,2369.897706,2471.003924,2550.976204,2287.47741,2456.746517,2313.574572,2370.373262,2235.852773,2512.513062,2373.815172,2403.834128,2306.694026,2361.345458,2505.224674,2311.335944,2364.684392,2328.648232,2400.066785,2331.943095,2526.683925,2529.778935,2352.112216,2494.49564,2540.913032,2387.776859,2584.709055,2496.498928,2271.545226,2389.910771,2525.862675,2376.110852,2602.123652,2248.99936,2478.076356,2459.140644,2478.907054,2420.258778,2424.161146,2339.000931,2450.251193,2394.659413,2497.403424,2458.365703,2423.246443,2477.506397,2409.564487,2492.856082,2403.644921,2385.384008,2300.979783,2358.558403,2659.777654,2525.399721,2481.328886,2466.370204,2563.35779,2442.178502,2518.284333,2425.443138,2421.897262,2375.092592,2519.547651,2464.794423,2084.343678,2348.05173,2548.98118,2580.648984,2512.134331,2333.418259,2549.342724,2417.831386,2337.185839,2556.600808,2282.910898,2356.179283,2496.158151,2428.693041,2366.232037,2237.135088,2346.418641
1,13,2455.465766,2266.988613,2299.209875,2417.690275,2215.676219,2455.744214,2266.348759,2363.596583,2544.906955,2411.306281,2398.359874,2550.544312,2298.264629,2358.889921,2367.412987,2437.452919,2283.079455,2499.57231,2515.967253,2326.335428,2284.529902,2214.291082,2562.321264,2300.62901,2349.965667,2234.913638,2495.474424,2351.090454,2473.345992,2495.029596,2434.511233,2445.086699,2408.9318,2293.152799,2248.100179,2338.558533,2263.598697,2500.025615,2169.553515,2586.337693,2216.523378,2226.734494,2368.202126,2323.707989,2329.107858,2498.322339,2627.5152,2318.475288,2393.603896,2426.10745,2593.884997,2604.277809,2362.288921,2461.369257,2517.667553,2232.849075,2351.278221,2477.476613,2420.654825,2485.166951,2384.623137,2462.657165,2334.642135,2359.980014,2288.355725,2291.75269,2320.713696,2524.0101,2419.832874,2432.105971,2191.732791,2656.093018,2532.78773,2331.824968,2249.549666,2666.46642,2486.091548,2373.147435,2501.198053,2412.650872,2475.826291,2395.495001,2316.690298,2251.339766,2449.987763,2492.864444,2463.127847,2424.459599,2233.047592,2463.044915,2454.264949,2492.706627,2404.549127,2171.527749,2304.303253,2256.525229,2478.804079,2280.270293,2355.507865,2304.728627
1,14,2101.478697,2190.302873,2196.823311,2167.605617,2046.652731,2228.047256,2138.869663,2309.947907,2372.161086,2265.104066,2195.816354,2394.974531,2365.128764,2227.833815,2160.617345,2309.99944,2210.027187,2411.775499,2439.174471,2195.243832,2394.154893,2175.985193,2462.256489,2178.038908,2217.600963,2194.50637,2247.942381,2204.111229,2455.832256,2423.676405,2310.816114,2219.677584,2466.627878,2275.386524,2193.346392,2212.8148,2088.002516,2420.58462,2205.478099,2445.86958,2162.31037,2082.853489,2392.87819,2102.786925,2431.892313,2387.623191,2279.309466,2347.873005,2404.029526,2404.101258,2526.140234,2428.086415,2365.207477,2290.101288,2283.815498,2263.075052,2501.903252,2567.774411,2306.906712,2186.832474,2420.475615,2319.629325,2354.998526,2356.890512,2357.876487,2293.118838,2193.14581,2256.510472,2275.094257,2625.485901,2305.120155,2477.679025,2387.564016,2415.354238,2155.235984,2387.861875,2294.848404,2264.639631,2275.140202,2436.993128,2478.590695,2500.246054,2468.621585,2301.089704,2251.307725,2470.825604,2420.894374,2258.416928,2375.249909,2404.371088,2175.43952,2292.225754,2147.548643,2156.580156,2101.628425,2435.355967,2579.435358,2212.710222,2306.931514,2295.155135
1,15,2028.078282,2054.547705,2076.423339,2178.74939,2133.94056,2187.324824,2257.775565,2298.875901,2160.583005,2122.015651,2313.704506,2309.121775,2370.246368,2136.139598,2115.080205,2226.061918,2386.956015,2380.314753,2357.811886,2150.810306,2160.545445,2111.695982,2238.152264,2142.628162,2264.960917,2245.821924,2213.460325,2465.07483,2408.581198,2338.250418,2069.532994,2099.176347,2392.16373,2267.850119,2253.161614,2009.932792,2079.80869,2156.054855,2418.477082,2363.053444,2108.605003,2204.208668,2264.298572,2186.401572,2396.100003,2404.519164,2365.435002,2201.160883,2247.099927,2291.224693,2477.655113,2189.661417,2244.95511,2385.267133,2265.023085,2186.85083,2305.902806,2338.386174,2319.387996,2021.457081,2269.031895,2227.142568,2241.740044,2381.981114,2222.17465,2136.111948,2280.073659,2241.706281,2358.317334,2296.967633,2158.082024,2308.027391,2104.273716,2352.191755,2323.06989,2241.156559,2239.573268,2282.819607,2266.260271,2346.997596,2400.52354,2351.635012,2277.829381,2188.146099,2223.860555,2343.333425,2231.302024,2404.078882,2378.38338,2101.914408,2286.030758,2260.881814,2287.098622,2208.862906,2007.253855,2409.414517,2362.34557,1966.856537,2271.827805,2315.771029
1,16,2142.754973,2023.206938,2162.349964,1950.858324,2179.3044,2319.313138,2251.288163,2233.022166,2185.72896,2251.16417,2282.362921,2343.914283,2271.842571,2024.858266,2120.393088,2293.518656,2217.143107,2346.315875,2013.159571,2260.45317,2276.360436,2182.412188,2141.927213,2222.968726,2361.491949,2133.665969,2270.800034,2408.2157,2375.190341,2275.169902,2333.976723,2084.175651,2183.832491,2055.82779,2267.707451,2103.238841,2185.841981,2151.96779,2346.964014,2242.599877,2146.379008,2252.898378,2370.998189,2290.296702,2449.065745,2139.674575,2309.33817,2121.041987,2175.470911,2175.044177,2434.707529,2132.146785,2114.837775,2380.945618,2118.565884,2210.497177,2405.512702,2337.93631,2238.22192,2215.746674,2147.556148,2322.161492,2298.080431,2279.897161,1906.24848,2316.440997,2350.960099,2122.971641,2442.116036,2282.083797,2166.509148,2237.945551,2104.18422,2296.797513,2248.41552,2209.482484,2074.129908,2259.917079,2377.574292,2382.980419,2140.904226,2278.747188,2148.033989,2224.121143,2091.135325,2091.763229,2248.769239,2141.933563,2332.656853,2088.816522,2284.17734,2308.792198,2270.390635,2142.34562,2048.340442,2258.879151,2201.834915,2107.275554,2108.084887,2233.890954
1,17,2198.804568,2102.556886,2073.581609,2134.912299,2233.70324,2232.646071,2233.115701,2101.580649,2325.199398,2214.902109,2359.183559,2416.517913,2300.337013,2104.117389,2204.966243,2404.003359,2086.208661,2229.139357,2059.244477,2443.91956,2390.92596,2349.423359,2233.224329,2235.816466,2343.457742,2163.543978,2411.737321,2427.548598,2222.22567,2159.947445,2174.013003,2267.016388,2213.589938,2229.543189,2160.308205,2148.581289,2151.596165,2212.41572,2275.944135,2197.40646,2043.855521,2324.834047,2263.165085,2060.179078,2270.204319,2081.918184,2325.750884,1977.898004,2163.001235,2236.739384,2403.412772,2246.87161,2209.836257,2306.339437,2058.457317,2231.591735,2523.641672,2368.233333,2254.488576,2135.243965,1856.246222,2321.239102,2283.287564,2099.573121,1857.309468,2122.475406,2316.232528,2149.475931,2338.478854,2291.341589,2382.963321,2135.870638,2143.400091,2235.336206,2216.098597,2362.728052,2150.07265,2194.861968,2180.89738,2337.77306,2234.153225,2336.641881,2271.648156,2025.998619,2136.23998,2190.731307,2338.448952,2116.110044,2196.656236,1967.39096,2331.853552,2300.932018,2249.685422,2032.793451,2140.475018,2215.713043,2171.673756,2094.771102,2026.524305,2262.950283
1,18,2521.999552,2409.304956,2246.206941,2389.655296,2401.884073,2451.152228,2352.838842,2390.294025,2601.868177,2422.134124,2511.487522,2432.529778,2357.932933,2442.94721,2394.42436,2539.179873,2316.402565,2337.5462,2322.206454,2612.09511,2625.277127,2575.664023,2545.804664,2254.586657,2523.501962,2335.9246,2719.667735,2402.288926,2527.550122,2597.724693,2553.913226,2779.247547,2537.477962,2489.205583,2446.086472,2344.698945,2265.395598,2333.995725,2537.341281,2397.440509,2388.612902,2376.631446,2536.858051,2340.857921,2591.502176,2367.582373,2610.581432,2485.485148,2502.287247,2534.170974,2434.101604,2387.830411,2506.824422,2609.905897,2414.262999,2376.500294,2479.922348,2607.479003,2340.453748,2475.612412,2430.905945,2190.623027,2614.238429,2529.766679,2308.411261,2475.686105,2423.188731,2088.975376,2678.522932,2581.47159,2643.267054,2206.744903,2269.043025,2395.671452,2487.618283,2506.319432,2245.640999,2636.484985,2385.201825,2488.980694,2444.432447,2457.076429,2319.989655,2346.515241,2465.320657,2436.742217,2635.833363,2404.412388,2485.795122,2239.311581,2472.84982,2379.322224,2279.1336,2224.938506,2354.191855,2406.835924,2557.821449,2116.047299,2392.872184,2621.320308
1,19,2457.690708,2291.749225,2440.059123,2440.796504,2377.861127,2474.550689,2298.682777,2525.976075,2587.563719,2467.001505,2374.817023,2637.868161,2423.921581,2415.884057,2380.18302,2740.726269,2373.366494,2249.625762,2576.220585,2392.315966,2549.81908,2802.174341,2407.272414,2332.606695,2456.232083,2491.946534,2626.275737,2434.817095,2518.313045,2636.526999,2558.630285,2412.291318,2480.584398,2385.892143,2499.184932,2468.910703,2550.801635,2517.48667,2394.722973,2388.732016,2565.890156,2383.214973,2432.287256,2635.348973,2483.876562,2321.519743,2620.401223,2378.753048,2355.156949,2744.110143,2291.030964,2451.53658,2506.3229,2584.746958,2430.305941,2641.356205,2439.377613,2302.698162,2354.610014,2417.005766,2453.79361,2441.30212,2674.314939,2562.763098,2447.797267,2307.61992,2350.244004,2287.460683,2419.506374,2522.001659,2546.06286,2265.770062,2291.509985,2621.494497,2256.192856,2500.573952,2468.016744,2784.086914,2514.821491,2384.602228,2490.110417,2350.153642,2284.678946,2544.424367,2554.527617,2461.408806,2384.009688,2554.216143,2300.156084,2327.253905,2616.405128,2290.636263,2164.526051,2188.225615,2699.118837,2482.267155,2581.440424,2140.069577,2534.722205,2539.259484
1,20,2403.402261,2295.007923,2440.82238,2370.379611,2292.264622,2412.668594,2303.41959,2540.710319,2504.365686,2316.880961,2413.877828,2334.639026,2412.315223,2388.420587,2448.127854,2579.472632,2316.079449,2286.102117,2513.812446,2464.190037,2414.633971,2539.768338,2377.489433,2468.213274,2157.650177,2476.917258,2357.867444,2466.991148,2453.170052,2374.401475,2435.749749,2486.017531,2609.966978,2349.543403,2029.602059,2419.104649,2399.199849,2479.15945,2421.994472,2178.568348,2402.484983,2326.373723,2498.995754,2565.578753,2500.973137,2167.98487,2644.782973,2557.537715,2378.980722,2687.582103,2041.489869,2234.050183,2560.516305,2415.061185,2457.888855,2460.861397,2518.959098,2289.104191,2202.274631,2357.860152,2516.834466,2530.107451,2430.584858,2553.556508,2369.638518,2215.118887,2368.505195,2230.863204,2415.272598,2452.245757,2306.698584,2276.928502,2373.178399,2530.466132,2171.642632,2543.503748,2641.421024,2635.463999,2375.442007,2406.209428,2485.709025,2386.612661,2386.902995,2532.22564,2462.202136,2323.623204,2328.784082,2611.171599,2369.145618,2437.364085,2519.638436,2222.238868,2432.284418,2263.173206,2448.536925,2504.694316,2343.625384,2270.732171,2321.587351,2521.422898
1,21,2414.978434,2350.438107,2391.696619,2321.305887,2377.103909,2264.070244,2226.74602,2400.847609,2387.683665,2292.49757,2178.256596,2271.46308,2252.954871,2385.286025,2576.625286,2333.460303,2255.101961,2294.766655,2333.876229,2202.135543,2355.610791,2278.465794,2367.599753,2425.488772,2221.204604,2340.79998,2464.717324,2463.532868,2283.178165,2301.014315,2295.914337,2307.910408,2433.861336,2272.030879,2140.752288,2137.905824,2501.762792,2266.212025,2312.065359,2299.380974,2174.088267,2338.954661,2570.904193,2418.042989,2321.177218,2144.147483,2562.336991,2438.987181,2316.040379,2547.298615,2188.379579,2128.252069,2387.679533,2279.597884,2543.716972,2322.697642,2452.859561,2314.936102,2265.647476,2181.693547,2544.023468,2326.829022,2420.518948,2480.371237,2257.38089,2336.085714,2283.563685,2220.622328,2360.186386,2355.625832,2329.730587,2191.917727,2408.14646,2333.138106,2278.018611,2385.285401,2552.039535,2436.274708,2302.716368,2282.706817,2371.178507,2167.191221,2291.740292,2364.176765,2470.354643,2415.376165,2343.378694,2535.055043,2240.866129,2209.188177,2756.551709,2351.356205,2270.967101,2190.871466,2158.001081,2417.45373,2323.405054,2392.434212,2231.08698,2356.259674
